id	text	created_at	rt_count	point_geom	hashtag	mentions	in_reply_to_id	in_reply_user_id	in_reply_user_screen_name	link	place_country	place_country_code	place_full_name	place_id	place_name	place_street_address	place_type	place_url	user_description	user_id	user_location	user_name	user_screen_name	translated	source	text_translated	text_translit	hashtag_translit	mentions_translit	in_reply_to_user_screen_name_translit	user_description_translit	user_location_translit	user_name_translit	user_screen_name_translit	lang_primary	lang_secondary	date_translated	geo_country	geo_cocom	sentiment	longitude	latitude
168994356819271680	@BusraErday bana da et bana da:)	2012-02-13 09:46:09	0	0101000020E610000040AB485C32123D40E67CCA9403824440	None	@BusraErday	168993878618284032	148648531	BusraErday	None	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json	Üsküdar,Manisa :) radyodamatraxseverim:p dedem paşa falan değil.bişey daha var,inşaat müh. okuyorum:)	233526965		Merve Sezer	pasatorunuu	@busraerday bana da et bana da:) none @busraerday turkey merve sezer turkey Üsküdar,manisa :) radyodamatraxseverim:p dedem paşa falan değil.bişey daha var,inşaat müh. okuyorum:) pasatorunuu	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	29.07108094	41.01573429
168994344806793216	I'm at Kapalıçarşı (Beyazıt Mah. Beyazıt, Fatih, İstanbul) w/ 8 others http://t.co/3Hv43ypV	2012-02-13 09:46:06	0	0101000020E6100000E1630B9CC7F73C40191627E759814440	None	None	0	0	None	http://4sq.com/xvNpT6	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json	Screenwriter, essayist, blogger, project coordinator of Lavanta Film, professional tourist guide, head of Mardin Working Committee, MidEast researchs, vegan&red	19265521	Istanbul & Mardin	Nükhet Everi	NukhetEveri	i'm at kapalıçarşı (beyazıt mah. beyazıt, fatih, İstanbul) w/ 8 others http://t.co/3hv43ypv none none turkey nükhet everi turkey screenwriter, essayist, blogger, project coordinator of lavanta film, professional tourist guide, head of mardin working committee, mideast researchs, vegan&red nukheteveri	<a href="http://foursquare.com" rel="nofollow">foursquare</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28.96788955	41.01055612
168994339987529729	#14subatta ogunu kutlayan tum mallara kufur edicem evet tum gunumu bole geciricem cok eglenceli	2012-02-13 09:46:05	0	0101000020E6100000A83FD212F1273D403625176B51714440	#14subatta	None	0	0	None	None	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json	BeşiktAŞK 3	486681348		esrakarya*	EsraKl26	#14subatta ogunu kutlayan tum mallara kufur edicem evet tum gunumu bole geciricem cok eglenceli #14subatta none turkey esrakarya* turkey beşiktaŞk 3 esrakl26	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	29.15602224	40.88529719
168994334472028161	@almsooor \nالرياض	2012-02-13 09:46:03	0	0101000020E6100000D5BB2EB2D3FB454087BF6887A6653A40	None	@almsooor	168993644639039488	251955492	almsooor	None	None	None	None	None	None	None	None	None	(-)	359141682	لوس انجلوس	حاكم المطيري	h4kem	@almsooor الرياض none @almsooor none حاكم المطيري none (-) h4kem	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	43.96739795	26.39707228
168994334149050368	@emreis61 A.S	2012-02-13 09:46:03	0	0101000020E6100000F85C3B8BBD0D3C4066898C16398A4440	None	@emreis61	168984358621937664	280135646	emreis61	None	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json	Umutsuzluğa kapılmak mutsuzluğa kapı aralar.İçinde beslediğin umut seni hayata bağlar... Trabzonspor benim umudumsun.	276431745	İSTANBUL	Halil KARA	hopeleest	@emreis61 a.s none @emreis61 turkey halil kara turkey umutsuzluğa kapılmak mutsuzluğa kapı aralar.İçinde beslediğin umut seni hayata bağlar... trabzonspor benim umudumsun. hopeleest	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28.05367346	41.07986719
167098052786655232	‏​‏​‏​ا‏​‏​لشخصَ آلذيً يحبببببڳ ♥ يفہمڳ ، يحس بڳ تتعدى معہ مرحلة آلڳلآإم إلے » مرحلةآلصمت . . بمجرد أن يتحـدث تعرف ٱن لـديہ شيئآ مآ يخبئہ	2012-02-08 04:10:54	0	0101000020E6100000159DFA7A1D0B4840726AEBD07E453D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None	تِـوٰحِِـشّـتَكـْ بِـآلْـٓـزَآفـَ يَـآلٰــكِْـبَـيَـدِ	247227667		Eng.salem 	Engsalem1986	‏​‏​‏​ا‏​‏​لشخصَ آلذيً يحبببببڳ ♥ يفہمڳ ، يحس بڳ تتعدى معہ مرحلة آلڳلآإم إلے » مرحلةآلصمت . . بمجرد أن يتحـدث تعرف ٱن لـديہ شيئآ مآ يخبئہ none none none eng.salem  none تِـوٰحِِـشّـتَكـْ بِـآلْـٓـزَآفـَ يَـآلٰــكِْـبَـيَـدِ engsalem1986	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	aa the person EEldhyAA yHbbbbbڳ ♥ yfہmڳ ، Feels bڳ exceeds Including Stage EElڳlEE"im "ilے » mrHltEElSmt as soon as acquaintance speaks ٱn ldyہ shyy"EE mEE yxby"ہ	aa the person EEldhyAA yHbbbbbڳ ♥ yfہmڳ ، Feels bڳ Exceeds Including Stage EElڳlEE"im "ilے » mrHltEElSmt In stripped That Speaks Met ٱn ldyہ shyy"EE mEE yxby"ہ	None	None	None	tiwٰHiishshtak biaaٓlٓzaEEfa yaaaٓlٰkibayadi		Closely salem 	Engsalem1986	Arabic	English,Urdu	2012-12-25	\N	\N	0	48.08683717	29.27146631
168994322602143744	في مجتمعي احياناً الحرص على السمعه اهم من الدين...\n\nلذلك تكثر مقولة(وش يقولو عن الناس) 	2012-02-13 09:46:00	0	0101000020E6100000CCA2EA362C564740466EFA7103C43840	None	None	0	0	None	None	None	None	None	None	None	None	None	None	أسوأ من يتحدث عني هو أنا (اهوى التغريد بعفوية) البرود..أعشق تلك الصفة حين استفز بها غيري ،، 	392677915	Riyadh	عاصم بخاري	3assimBokhari	في مجتمعي احياناً الحرص على السمعه اهم من الدين... لذلك تكثر مقولة(وش يقولو عن الناس)  none none none عاصم بخاري none أسوأ من يتحدث عني هو أنا (اهوى التغريد بعفوية) البرود..أعشق تلك الصفة حين استفز بها غيري ،، 3assimbokhari	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	46.67322432	24.76567757
168994317568970752	@aycatas sus giz, ne oyun oynuyom da sanki :))	2012-02-13 09:45:59	0	0101000020E6100000397183EB1B6E4040194011EE42F54340	None	@aycatas	168991396810850304	123393742	aycatas	None	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json		63662418	ODTÜ	gozde cicek	gozdecicek	@aycatas sus giz, ne oyun oynuyom da sanki :)) none @aycatas turkey gozde cicek turkey gozdecicek	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	32.86022705	39.91610504
168994309570441216	Kedi uzanamadığı ciğere pahalı dermiş :)))	2012-02-13 09:45:57	0	0101000020E6100000E4CBFA8337FE3C40F519AB28B9864440	None	None	0	0	None	None	Turkey	TR	Turkey	682c5a667856ef42	Turkey	None	country	http://api.twitter.com/1/geo/id/682c5a667856ef42.json		129589090		murat 	mrt_soylu	kedi uzanamadığı ciğere pahalı dermiş :))) none none turkey murat turkey mrt_soylu	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	28.9930346	41.0525256
171616590478049282	“@112Omar: مرحباً بجميع الفلوز الكرام .... مساكم الله بالخير :)))” \nمساك الله بالنور 🐚	2012-02-20 15:25:58	0	0101000020E61000004B43090A6E0B4840CAEB35FB0B333D40	None	@112Omar	0	0	None	None	None	None	None	None	None	None	None	None	None	414088392	None	nadia alhamali	ALHamelyNadia	“@112omar: مرحباً بجميع الفلوز الكرام .... مساكم الله بالخير :)))” مساك الله بالنور 🐚 none @112omar none nadia alhamali none none alhamelynadia	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	“ 112Omar Welcomed in all aalflwz generous touched you Allah in benevolent ” Grip of Allah in the light 🐚	“ 112Omar Welcomed In all aalflwz Generous Touched you Allah In the welfare ” Grip Allah In the light 🐚	None	112Omar	None	None	None	nadia alhamali	ALHamelyNadia	Arabic	English	2013-01-07	\N	\N	0.4	48.08929563	29.19940157
