Arrival Date,Arrival Time,Acquire Date,Acquire Time,Long,Lat,Observation,
02/04/2009,00:28,02/03/2009,21:36,-122.848333,37.945833,tanker truck
02/04/2009,00:34,02/03/2009,08:59,-122.776111,37.900555,cash transaction
02/04/2009,01:10,02/03/2009,23:52,-122.738888,37.976388,AN chemical signature
02/04/2009,01:13,02/03/2009,12:54,-122.703055,37.069722,blue car
02/04/2009,01:15,02/03/2009,21:14,-122.848333,37.945833,box truck
02/04/2009,01:23,02/03/2009,16:55,-122.676666,37.976666,white truck
02/04/2009,01:42,02/03/2009,19:39,-122.775833,37.946388,shovel
02/04/2009,01:42,02/03/2009,10:00,-122.739166,37.977222,cash transaction
02/04/2009,01:48,02/03/2009,07:30,-122.700555,37.0075,cash transaction
02/04/2009,02:07,02/03/2009,11:14,-122.808055,37.914722,detection of car
02/04/2009,02:16,02/03/2009,10:26,-122.576388,37.069444,cash transaction
02/04/2009,02:18,02/03/2009,15:14,-122.808055,37.914722,detection of car
02/04/2009,02:24,02/03/2009,16:49,-122.848888,37.038611,box trucks
02/04/2009,02:30,02/03/2009,08:56,-122.648888,37.915277,red car
02/04/2009,02:51,02/03/2009,00:05,-122.682777,37.946388,delivery truck
02/04/2009,03:30,02/03/2009,21:35,-122.848055,37.900555,AN chemical signature
02/04/2009,04:07,02/03/2009,07:02,-122.649722,37.069444,box trucks
02/04/2009,04:15,02/03/2009,00:48,-122.702777,37.946666,cash transaction
02/04/2009,04:37,02/03/2009,15:02,-122.738888,37.900277,blue car
02/04/2009,05:44,02/03/2009,06:37,-122.612222,37.900833,tanker truck
02/04/2009,05:50,02/03/2009,18:58,-122.776388,37.900833,urea signature
02/04/2009,05:59,02/03/2009,06:59,-122.6125,37.901388,cab
02/04/2009,06:03,02/03/2009,22:57,-122.776388,37.900833,urea signature
02/05/2009,00:00,02/03/2009,23:30,-122.774722,37.135833,cash transaction
02/05/2009,00:03,02/03/2009,11:08,-122.776388,37.900277,cash transaction
02/05/2009,00:03,02/04/2009,08:39,-122.775833,37.946388,AN chemical signature
02/05/2009,00:09,02/03/2009,12:12,-122.811666,37.100555,cash transaction
02/05/2009,00:10,02/04/2009,06:17,-122.738611,37.069166,detection of vehicle
02/05/2009,00:11,02/04/2009,13:44,-122.612777,37.976388,waste water
02/05/2009,00:12,02/04/2009,15:18,-122.738611,37.069166,detection of vehicle
02/05/2009,00:16,02/04/2009,08:45,-122.612222,37.904722,cash transaction
02/05/2009,00:16,02/04/2009,11:37,-122.775833,37.946388,AN chemical signature
02/05/2009,00:17,02/04/2009,09:19,-122.774722,37.135833,box truck
02/05/2009,00:17,02/04/2009,00:34,-122.681111,37.071666,cash transaction
02/05/2009,00:18,02/03/2009,08:13,-122.373333,37.900833,CC Purchase from Food & Beverages- 7 - San Francisco
02/05/2009,00:21,02/04/2009,02:52,-122.848888,37.914722,waste water
02/05/2009,00:27,02/04/2009,14:18,-122.774722,37.135833,box truck
02/05/2009,00:31,02/03/2009,23:38,-122.848888,37.969166,cash transaction
02/05/2009,00:35,02/03/2009,00:50,-122.848611,37.915,small white car
02/05/2009,00:37,02/04/2009,00:36,-122.848333,37.945833,tanker truck
02/05/2009,00:41,02/03/2009,11:36,-122.770555,37.946111,cash transaction
02/05/2009,00:54,02/04/2009,20:41,-122.576388,37.069444,cash transaction
02/05/2009,00:54,02/03/2009,09:01,-122.576388,37.100555,small white car
02/05/2009,01:00,02/04/2009,12:55,-122.681944,37.069722,waste water
02/05/2009,01:08,02/03/2009,01:36,-122.812222,37.040555,new vehicle in area
02/05/2009,01:11,02/03/2009,08:01,-122.701388,37.038611,cash transaction
02/05/2009,01:36,02/04/2009,02:13,-122.848333,37.945833,box truck
02/05/2009,01:37,02/03/2009,10:37,-122.812222,37.040555,new vehicle in area
02/05/2009,01:44,02/04/2009,22:11,-122.738888,37.900277,cash transaction
02/05/2009,01:47,02/04/2009,18:55,-122.676666,37.976666,new car in area
02/05/2009,01:47,02/04/2009,17:53,-122.701944,37.914722,white car
02/05/2009,01:51,02/04/2009,23:42,-122.703055,37.069722,cash transaction
02/05/2009,01:53,02/03/2009,13:05,-122.648888,37.008333,waste water
02/05/2009,01:55,02/04/2009,12:58,-122.8125,37.946111,delivery truck
02/05/2009,02:04,02/03/2009,16:06,-122.648888,37.008333,waste water
02/05/2009,02:07,02/03/2009,20:27,-122.646666,37.905277,cash transaction
02/05/2009,02:14,02/03/2009,03:11,-122.576111,37.100277,cash transaction
02/05/2009,02:16,02/04/2009,23:10,-122.701666,37.915,new car in area
