Arrival Date,Arrival Time,Acquire Date,Acquire Time,Long,Lat,Observation,
02/04/2009,00:31,02/03/2009,08:34,-122.775833,37.946388,move items indoors
02/04/2009,00:34,02/03/2009,11:04,-122.775833,37.100555,loaded truck
02/04/2009,00:50,02/03/2009,16:07,-122.648888,37.008333,tarp covering materials
02/04/2009,00:53,02/03/2009,23:34,-122.7025,37.069722,move items
02/04/2009,00:58,02/03/2009,03:25,-122.849444,37.100555,broken down vehicle
02/04/2009,01:05,02/03/2009,04:26,-122.849444,37.100555,broken down vehicle
02/04/2009,01:07,02/03/2009,12:00,-122.848888,37.947222,white sedan
02/04/2009,01:16,02/03/2009,02:12,-122.848888,37.038611,full fertilizer bags
02/04/2009,01:22,02/03/2009,21:35,-122.848888,37.038611,wheel barrel
02/04/2009,01:25,02/03/2009,13:18,-122.649444,37.070555,box truck
02/04/2009,01:49,02/03/2009,02:40,-122.702222,37.900555,fertilizer
02/04/2009,01:51,02/03/2009,16:03,-122.612222,37.904722,blue car
02/04/2009,02:01,02/03/2009,16:14,-122.736111,37.945555,wheel barrels
02/04/2009,02:16,02/03/2009,13:58,-122.774722,37.978611,pile of rubble
02/04/2009,02:18,02/03/2009,23:48,-122.702777,37.007777,abandoned car
02/04/2009,02:29,02/03/2009,12:36,-122.813055,37.901666,metal jugs
02/04/2009,02:35,02/03/2009,04:31,-122.811388,37.946111,detection of vehicle
02/04/2009,02:35,02/03/2009,07:32,-122.739166,37.966666,white car
02/04/2009,02:44,02/03/2009,17:42,-122.681944,37.069722,tracks in soil
02/04/2009,02:46,02/03/2009,07:50,-122.649444,37.070555,lumber
02/04/2009,02:51,02/03/2009,12:12,-122.738055,37.069444,shovels
02/04/2009,02:54,02/03/2009,11:46,-122.649722,37.070555,detection of vehicle
02/04/2009,02:54,02/03/2009,18:37,-122.576111,37.038611,tanker trucks
02/04/2009,02:55,02/03/2009,06:17,-122.612777,37.900277,lumber
02/04/2009,02:57,02/03/2009,06:24,-122.776388,37.900833,petro-chemical signature
02/04/2009,02:58,02/03/2009,12:41,-122.703055,37.1025,tracks in soil
02/04/2009,03:14,02/03/2009,02:42,-122.848888,37.038611,fill container
02/04/2009,03:32,02/03/2009,05:29,-122.738888,37.976388,disturbed soil
02/04/2009,03:34,02/03/2009,03:43,-122.848888,37.038611,fill container
02/04/2009,03:34,02/03/2009,20:13,-122.848888,37.038611,mixing container
02/04/2009,03:39,02/03/2009,07:53,-122.576111,37.038611,bags of fertilizer
02/04/2009,03:44,02/03/2009,10:25,-122.576111,37.100277,abandoned car
02/04/2009,03:48,02/03/2009,17:03,-122.739722,37.039444,abandoned truck
02/04/2009,04:14,02/03/2009,16:17,-122.646666,37.900277,cab
02/04/2009,04:26,02/03/2009,18:33,-122.702777,37.008333,bags of rubble
02/04/2009,04:28,02/03/2009,21:03,-122.739722,37.039444,abandoned truck
02/04/2009,04:38,02/03/2009,00:39,-122.701388,37.946388,broken down vehicle
02/04/2009,04:42,02/03/2009,04:22,-122.739166,37.100555,abandoned car
02/04/2009,04:57,02/03/2009,09:22,-122.811388,37.946111,move items
02/04/2009,04:59,02/03/2009,07:04,-122.576111,37.114166,vehicle tracks
02/04/2009,05:00,02/03/2009,19:23,-122.739166,37.100555,abandoned car
02/04/2009,05:00,02/03/2009,05:08,-122.739444,37.915,security perimeter
02/04/2009,05:03,02/03/2009,02:38,-122.739166,37.977222,stacks of barrels
02/04/2009,05:35,02/03/2009,08:56,-122.812222,37.040555,lumber
02/04/2009,05:43,02/03/2009,11:35,-122.811666,37.100555,empty fertilizer bags
02/04/2009,06:04,02/03/2009,22:05,-122.776111,37.100555,abandoned car
02/04/2009,06:08,02/03/2009,12:07,-122.648888,37.949166,abandoned building
02/04/2009,06:13,02/03/2009,12:08,-122.775833,37.946388,large bags of sugar
02/04/2009,06:37,02/03/2009,17:50,-122.681944,37.069722,stack of lumber
02/04/2009,06:46,02/03/2009,15:08,-122.648888,37.949166,abandoned building
02/05/2009,00:06,02/03/2009,14:10,-122.701666,37.915,new car in area
02/05/2009,00:07,02/04/2009,19:34,-122.848888,37.038611,wheel barrel
02/05/2009,00:28,02/04/2009,11:09,-122.848055,37.900555,tanker trucks
02/05/2009,00:30,02/03/2009,14:08,-122.575,37.038611,box trucks
02/05/2009,00:30,02/03/2009,23:53,-122.648888,37.008333,delivery truck
02/05/2009,00:32,02/03/2009,00:49,-122.775833,37.100555,red car
02/05/2009,00:35,02/03/2009,10:13,-122.702777,37.039444,detection of vehicle
02/05/2009,00:39,02/04/2009,10:04,-122.702777,37.039444,tarp covering materials
02/05/2009,00:55,02/04/2009,04:38,-122.776388,37.900833,move bulk items
02/05/2009,00:59,02/04/2009,10:39,-122.738888,37.900277,white truck
02/05/2009,00:59,02/04/2009,04:03,-122.576388,37.100555,small white car
02/05/2009,01:01,02/04/2009,09:07,-122.648888,37.008333,tarp covering materials
02/05/2009,01:03,02/03/2009,15:53,-122.701944,37.914722,white car
02/05/2009,01:09,02/04/2009,11:02,-122.703055,37.9475,sheet of tarp
02/05/2009,01:10,02/04/2009,10:07,-122.648888,37.008333,tarp covering materials
02/05/2009,01:18,02/04/2009,09:10,-122.849444,37.945277,yellow car
02/05/2009,01:25,02/03/2009,03:38,-122.738888,37.900277,white truck
02/05/2009,01:28,02/04/2009,20:03,-122.703055,37.9475,sheet of tarp
