739.0,531.0
739.0,314.0
739.0,215.0
739.0,218.0
739.0,212.0
739.0,205.0
739.0,258.0
739.0,213.0
739.0,214.0
739.0,215.0
739.0,208.0
739.0,210.0
739.0,235.0
739.0,212.0
739.0,209.0
739.0,216.0
739.0,217.0
739.0,214.0
739.0,214.0
739.0,229.0
739.0,212.0
739.0,208.0
739.0,209.0
739.0,212.0
739.0,206.0
739.0,213.0
739.0,215.0
739.0,209.0
739.0,206.0
739.0,210.0
739.0,208.0
739.0,264.0
739.0,280.0
739.0,268.0
739.0,227.0
739.0,219.0
739.0,226.0
739.0,239.0
739.0,229.0
739.0,244.0
739.0,256.0
739.0,250.0
739.0,265.0
739.0,226.0
739.0,222.0
739.0,249.0
739.0,222.0
739.0,236.0
739.0,254.0
739.0,227.0
739.0,226.0
739.0,222.0
739.0,225.0
739.0,218.0
739.0,223.0
739.0,263.0
739.0,219.0
739.0,230.0
739.0,252.0
739.0,219.0
739.0,245.0
739.0,215.0
739.0,222.0
739.0,235.0
739.0,213.0
739.0,224.0
739.0,246.0
739.0,222.0
739.0,253.0
739.0,227.0
739.0,245.0
739.0,220.0
739.0,237.0
739.0,230.0
739.0,229.0
739.0,225.0
739.0,223.0
739.0,220.0
739.0,254.0
739.0,218.0
739.0,224.0
739.0,238.0
739.0,222.0
739.0,265.0
739.0,224.0
739.0,229.0
739.0,244.0
739.0,225.0
739.0,231.0
739.0,228.0
739.0,237.0
739.0,226.0
739.0,224.0
739.0,228.0
739.0,238.0
739.0,216.0
739.0,226.0
739.0,228.0
739.0,235.0
739.0,234.0
739.0,217.0
739.0,219.0
739.0,218.0
739.0,219.0
739.0,221.0
739.0,226.0
739.0,274.0
739.0,260.0
739.0,288.0
739.0,278.0
739.0,220.0
739.0,210.0
739.0,212.0
739.0,211.0
739.0,213.0
739.0,220.0
739.0,222.0
739.0,223.0
739.0,217.0
739.0,249.0
739.0,215.0
739.0,233.0
739.0,210.0
739.0,215.0
739.0,211.0
739.0,213.0
739.0,216.0
739.0,210.0
739.0,220.0
739.0,221.0
739.0,214.0
739.0,223.0
739.0,216.0
739.0,212.0
739.0,211.0
739.0,255.0
739.0,219.0
739.0,208.0
739.0,240.0
739.0,214.0
739.0,208.0
739.0,211.0
739.0,217.0
739.0,210.0
739.0,226.0
739.0,218.0
739.0,266.0
739.0,226.0
739.0,226.0
739.0,214.0
739.0,221.0
739.0,227.0
739.0,216.0
739.0,214.0
739.0,228.0
739.0,224.0
739.0,244.0
739.0,218.0
739.0,214.0
739.0,217.0
739.0,250.0
739.0,226.0
739.0,224.0
739.0,215.0
739.0,220.0
739.0,224.0
739.0,216.0
739.0,219.0
739.0,224.0
739.0,220.0
739.0,212.0
739.0,215.0
739.0,216.0
739.0,237.0
739.0,221.0
739.0,222.0
739.0,227.0
739.0,217.0
739.0,223.0
739.0,229.0
739.0,229.0
739.0,223.0
739.0,224.0
739.0,209.0
739.0,215.0
739.0,225.0
739.0,225.0
739.0,231.0
739.0,242.0
739.0,227.0
739.0,214.0
739.0,224.0
739.0,225.0
739.0,238.0
739.0,221.0
739.0,223.0
739.0,214.0
739.0,205.0
739.0,233.0
739.0,222.0
