id	text	created_at	rt_count	point_geom	hashtag	mentions	in_reply_to_id	in_reply_user_id	in_reply_user_screen_name	link	place_country	place_country_code	place_full_name	place_id	place_name	place_street_address	place_type	place_url	user_description	user_id	user_location	user_name	user_screen_name	translated	source	text_translated	text_translit	hashtag_translit	mentions_translit	in_reply_to_user_screen_name_translit	user_description_translit	user_location_translit	user_name_translit	user_screen_name_translit	lang_primary	lang_secondary	date_translated	geo_country	geo_cocom	sentiment	longitude	latitude
166970532489732096	“@BambiMonroeFan: BRITNEY SPEARS TO JUDGE ON THE X FACTOR USA! Follow @IvanFahy for more! Tweet #BritneyXFactor RT”	2012-02-07 19:44:11	0	0101000020E6100000B2D3D53E19304B40D3122BA3917F3840	#BritneyXFactor	@BambiMonroeFan @IvanFahy	0	0	None	None	None	None	None	None	None	None	None	None	Simple and Outgoing. Internet and Chatting. Movies, Music and Reading. Sensitive and very Funny. Cool and Friendly.	131143334	Abu Dhabi	Kim Fule	kimFULE	“@bambimonroefan: britney spears to judge on the x factor usa! follow @ivanfahy for more! tweet #britneyxfactor rt” #britneyxfactor @bambimonroefan @ivanfahy none kim fule none simple and outgoing. internet and chatting. movies, music and reading. sensitive and very funny. cool and friendly. kimfule	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	54.37577043	24.498316
166967341425508352	@ABD_Abuosamah بطططططططططططل \nههههههههههههههههههه\nبداية الانهيار النقطي ان شاء الله	2012-02-07 19:31:30	0	0101000020E61000001ABEC791354B4740794C51EC70953840	None	@ABD_Abuosamah	0	0	None	None	None	None	None	None	None	None	None	None	هلالي مووووت... متابع للاسهم السعودية..	338704068	لايهم أين أكون المهم من أكون	I7n-e7sas	ALzaeem19	@abd_abuosamah بطططططططططططل ههههههههههههههههههه بداية الانهيار النقطي ان شاء الله none @abd_abuosamah none i7n-e7sas none هلالي مووووت... متابع للاسهم السعودية.. alzaeem19	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	46.58757231	24.58375432
166965847494103040	@makkahregion لا سييما اننا مقبلين على  افتتاح المطار الجديد في جده في السنوات القريبه باذن الله	2012-02-07 19:25:34	0	0101000020E6100000722B4A2ACFA24340C30912FCEB793540	None	@makkahregion	166884652865421312	257774041	makkahregion	None	None	None	None	None	None	None	None	None		287830895		EMAD JOHAR	emadj911	@makkahregion لا سييما اننا مقبلين على افتتاح المطار الجديد في جده في السنوات القريبه باذن الله none @makkahregion none emad johar none emadj911	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	39.27194718	21.47625709
166963961261068288	احب بلدي واكره الظلم فيه	2012-02-07 19:18:05	0	0101000020E6100000EA060ABC936B4740BE01A0690DCF3840	None	None	0	0	None	None	None	None	None	None	None	None	None	None	None	482022071	None	ماجد متعب	cap_maj	احب بلدي واكره الظلم فيه none none none ماجد متعب none none cap_maj	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	46.840446	24.80879841
166915513744756738	@nisan_86 hava Nisan'cığım.. :)	2012-02-07 16:05:34	0	0101000020E61000001DB5FC9FC7AE4040D787F546AD984140	None	@nisan_86	0	0	None	None	None	None	None	None	None	None	None	None		479388451	Cyprus	Çağan Aykılıç	Cgnayklc	@nisan_86 hava nisan'cığım.. :) none @nisan_86 none Çağan aykılıç none cgnayklc	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	33.36546707	35.192788
167347949666443264	نفسي سموحه , وقلبي غنآوي\n..... وآللي يروح يعوّض آلله بدآله	2012-02-08 20:43:55	0	0101000020E610000088FF6C923C594740CF6DDB5AD3193D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None	None	407304215	None	يوسف  الظفيري	Yousef200z	نفسي سموحه , وقلبي غنآوي ..... وآللي يروح يعوّض آلله بدآله none none none يوسف الظفيري none none yousef200z	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	Breaths smwHh and my mold GnEEwy wEElly goes compensates Allele is bdEElh 	Breaths smwHh Turning my GnEEwy wEElly Goes Compensates Allele is bdEElh 	None	None	None	None	None	Yousef aalDHfyry	Yousef200z	Arabic	Farsi	2012-12-23	\N	\N	0	46.69716101	29.10088127
167003493452886016	@k_alshenaif البلطان وبن مساعد مسوينها بتصريحاتهم على التحكيم الين انظلمنا	2012-02-07 21:55:10	0	0101000020E61000005A773DE2A140444060AC6F60726F3540	None	@k_alshenaif	167001843766018049	164963639	k_alshenaif	None	None	None	None	None	None	None	None	None	عبدالكريم العامري ربما فخامة الاسم تكفي	372800712	الطائف عروس المصايف	عبدالكريم العامري	99_Aah	@k_alshenaif البلطان وبن مساعد مسوينها بتصريحاتهم على التحكيم الين انظلمنا none @k_alshenaif none عبدالكريم العامري none عبدالكريم العامري ربما فخامة الاسم تكفي 99_aah	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	40.5049403	21.435339
167347992007933952	@ilshamci لعنة الله على بشار	2012-02-08 20:44:05	0	0101000020E6100000CB53907E7FFD47403BA5E61F3B4C3D40	None	@ilshamci	167346782781714432	233464670	ilshamci	None	None	None	None	None	None	None	None	None	♔بسم الله، بسم الوطن، بسم الأمير♔        \n\nHistory Junkie | Eagles Fan | Rachel Berry Doppelgänger \n\nFounder of Velvet Treats™ http://velvet-treats.tumblr.com/	72327154	State of Kuwait	Lujain Al-Farhan♕	joojoof	@ilshamci لعنة الله على بشار none @ilshamci none lujain al-farhan♕ none ♔بسم الله، بسم الوطن، بسم الأمير♔ history junkie | eagles fan | rachel berry doppelgänger founder of velvet treats™ http://velvet-treats.tumblr.com/ joojoof	<a href="http://tapbots.com/tweetbot" rel="nofollow">Tweetbot for iOS</a>	ilshamci Curse of Allah on Bashar	ilshamci Curse Allah On Bashar	None	ilshamci	ilshamci	♔bsm Allah, To poison Al-Watan, To poison The prince♔ History Junkie Eagles Fan Rachel Berry Double Founder of Velvet Treats™ http velvet-treats tumblr with	State of Kuwait	Lujain Al-Farhan♕	joojoof	Arabic	English	2012-12-23	\N	\N	0	47.98045332	29.29777717
167347963671220225	@RTQ8Y\n\nعلمـــــــــــــ كبريائـــي ــــنـي\n\nكيف أدفن دموع عيني ولا تراها إلا وسادتي\nلتحتضنها وتدفنها في جوفها ..\n\n\n\nتصبحون ع خير\n\n	2012-02-08 20:43:58	0	0101000020E61000005535FFB72BD847409B5F28BBF4913D40	None	@RTQ8Y	0	0	None	None	None	None	None	None	None	None	None	None	جميل أن يكون لك قلباَ أنت صاحبه... ولكن الأجمل أن يكون لك صاحباَ أنت قلبه	378152174	None	ابــــــداع 	n2kwt	@rtq8y علمـــــــــــــ كبريائـــي ــــنـي كيف أدفن دموع عيني ولا تراها إلا وسادتي لتحتضنها وتدفنها في جوفها .. تصبحون ع خير  none @rtq8y none ابــــــداع none جميل أن يكون لك قلباَ أنت صاحبه... ولكن الأجمل أن يكون لك صاحباَ أنت قلبه n2kwt	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	RTQ8Y Arrogances knew me how tears of ocular bury followed sees her to cushions ltHtDnhaa and buries her in her interior  Becomes e" welfare 	RTQ8Y Knew Arrogances Me How Buries Tears Eyes Followed Sees her To Cushions ltHtDnhaa Buries her In Her interior  Becomes e" Chose 	None	RTQ8Y	None	Favor That Is Hit Turn over You Accompanied him To is Beautiful That Is Hit Accompanied You Turning his	None	Excellence	n2kwt	Arabic	English	2012-12-23	\N	\N	0	47.68883419	29.57014055
166972574159478784	@shmmrvoice السلام عليكم اخواني اشصار للاخ طلال وشكرآ	2012-02-07 19:52:18	0	0101000020E6100000AE35293F8837444061EFEE961E523540	None	@shmmrvoice	0	0	None	None	None	None	None	None	None	None	None	None	None	412280723	الكويت	جزاع المحيسن	jzaa_	@shmmrvoice السلام عليكم اخواني اشصار للاخ طلال وشكرآ none @shmmrvoice none جزاع المحيسن none none jzaa_	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	40.43384542	21.32077926
